f	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	lambda_13	lambda_14	lambda_15
 (4.160000000000000000e+02+0.000000000000000000e+00j)	 (-8.599037794672622681e+01-1.269724124037577395e+00j)	 (-5.119725795669204871e+01-8.400432283118650645e-01j)	 (3.287174862798770691e-01-5.591561117527689140e-01j)	 (1.458186336952282680e+01-1.101478208797971536e+00j)	 (1.230764493939286164e-01-2.166354146245940138e-01j)	 (7.479355983941744779e-02-1.277804530248413950e-01j)	 (1.313027919523664266e+01-9.231490632969622245e-01j)	 (1.875635390441869957e-02+4.891255276285066955e-02j)	 (-5.589716120536828564e-02+6.354715928471788011e-02j)	 (9.760286878669265781e-03+3.173644987790510963e-02j)	 (-4.257519572003525682e-03+6.406586688073466831e-03j)	 (2.055750491110291608e-03-4.067216435635912235e-05j)	 (-3.259879136672395872e-03+1.347987648287455285e-02j)	 (-8.501850057890607548e-01-3.451893348535164940e-01j)	 (1.771877118239189863e-01-1.527950763167333359e-01j)
 (4.180000000000000000e+02+0.000000000000000000e+00j)	 (-8.500749341307702878e+01-1.254325046302575242e+00j)	 (-5.072035867941988130e+01-8.334598628981273460e-01j)	 (3.297747417405892945e-01-5.661337501161024521e-01j)	 (1.460745444098853163e+01-1.105516825090745225e+00j)	 (1.221560970640280103e-01-2.130378946816924302e-01j)	 (7.447642350299413239e-02-1.261043564296112640e-01j)	 (1.316536891167720924e+01-9.265369461498941250e-01j)	 (1.877463772343101675e-02+4.918093585233038884e-02j)	 (-5.585327679710493792e-02+6.380997668533416878e-02j)	 (1.015426294954860365e-02+3.183259901561937000e-02j)	 (-4.263931093692026678e-03+6.398553012363391093e-03j)	 (2.054206940450128190e-03-3.090663337335871643e-05j)	 (-3.154626526103610981e-03+1.361823564013471370e-02j)	 (-8.368414740449703348e-01-3.384036156284370711e-01j)	 (1.779456419130282241e-01-1.526638912971388373e-01j)
 (4.200000000000000000e+02+0.000000000000000000e+00j)	 (-8.404030127258121752e+01-1.239382551114779574e+00j)	 (-5.024944071300092219e+01-8.270691748844426483e-01j)	 (3.306995328968554415e-01-5.731564022314932227e-01j)	 (1.463293588211008434e+01-1.109643028822963728e+00j)	 (1.212035314545558823e-01-2.094908389351157196e-01j)	 (7.415912695499041196e-02-1.244352572087298880e-01j)	 (1.320003236217846698e+01-9.299461402700432977e-01j)	 (1.879323899949589607e-02+4.944956860101720059e-02j)	 (-5.581011100148942916e-02+6.407346816003436918e-02j)	 (1.055422482037203340e-02+3.192569487474184592e-02j)	 (-4.270229157005465438e-03+6.390698955913573336e-03j)	 (2.052740672452616974e-03-2.116322742016832665e-05j)	 (-3.047156683876042684e-03+1.375627329383360270e-02j)	 (-8.237373646965037155e-01-3.318706318875985772e-01j)	 (1.787512109101773994e-01-1.525759058059051598e-01j)
 (4.210000000000000000e+02+0.000000000000000000e+00j)	 (-8.356267095381392096e+01-1.232067410112564820e+00j)	 (-5.001628352828703328e+01-8.239211134087885968e-01j)	 (3.311210663119814046e-01-5.767123287169002577e-01j)	 (1.464563780404755455e+01-1.111679994311701059e+00j)	 (1.207080722135274869e-01-2.077386244079890143e-01j)	 (7.400336643922683644e-02-1.236025706484966680e-01j)	 (1.321723857798239266e+01-9.316193288916764237e-01j)	 (1.880251715815490707e-02+4.958411960974746374e-02j)	 (-5.578898965910179808e-02+6.420528243925539835e-02j)	 (1.075618499709555392e-02+3.197160002441199605e-02j)	 (-4.272831157152743448e-03+6.387077237337794935e-03j)	 (2.052047826768075862e-03-1.632003456590730225e-05j)	 (-2.993623931308550621e-03+1.382500790413867739e-02j)	 (-8.172743151086551139e-01-3.286857551699257085e-01j)	 (1.791810152161386060e-01-1.525424355117211694e-01j)
 (4.230000000000000000e+02+0.000000000000000000e+00j)	 (-8.261881973384934952e+01-1.217519534047750485e+00j)	 (-4.955433406721009959e+01-8.176383779632730997e-01j)	 (3.318254574814577529e-01-5.838863714291923079e-01j)	 (1.467104160282764624e+01-1.115798558439486943e+00j)	 (1.196869656626017298e-01-2.042706521786781804e-01j)	 (7.369514297396612124e-02-1.219459646294331762e-01j)	 (1.325140842504595184e+01-9.350082790668696742e-01j)	 (1.882140794314658347e-02+4.985368297285334288e-02j)	 (-5.574761384502151251e-02+6.446962930817694282e-02j)	 (1.116536887582688341e-02+3.206165941513082485e-02j)	 (-4.277307693848970624e-03+6.379393365579981781e-03j)	 (2.050698230610333885e-03-6.679536305236220593e-06j)	 (-2.885806351240968043e-03+1.396362189525239550e-02j)	 (-8.045087323210003971e-01-3.224891325359365846e-01j)	 (1.800848836678311526e-01-1.525063804745100393e-01j)
 (4.250000000000000000e+02+0.000000000000000000e+00j)	 (-8.168992894139766747e+01-1.203225472990307132e+00j)	 (-4.909814345957894943e+01-8.114476557365599696e-01j)	 (3.323571168015686528e-01-5.911321673472003102e-01j)	 (1.469640521484207518e+01-1.119985514369081114e+00j)	 (1.186305494313858316e-01-2.008692230035566961e-01j)	 (7.339047030777287595e-02-1.202954036581596053e-01j)	 (1.328522783006058994e+01-9.384386705357073977e-01j)	 (1.884064246183614691e-02+5.012381664658155378e-02j)	 (-5.570711067104004016e-02+6.473477497290909544e-02j)	 (1.158089221103131804e-02+3.214895948720049995e-02j)	 (-4.281207351370872917e-03+6.372121166871443435e-03j)	 (2.049437768364286132e-03+2.908169627059172872e-06j)	 (-2.776574447150192710e-03+1.410188716104196147e-02j)	 (-7.919608817429789616e-01-3.165173252329634979e-01j)	 (1.810399317387876572e-01-1.524949362269150122e-01j)
 (4.260000000000000000e+02+0.000000000000000000e+00j)	 (-8.123106695151308543e+01-1.196223757336083215e+00j)	 (-4.887221839377204446e+01-8.083985830021171992e-01j)	 (3.325692054959833999e-01-5.947985645681922451e-01j)	 (1.470905802733771139e+01-1.122064242938960454e+00j)	 (1.180861109865365410e-01-1.991881041138003350e-01j)	 (7.323945081425840831e-02-1.194755232801893441e-01j)	 (1.330202200408304058e+01-9.401342391384188701e-01j)	 (1.885029489262833938e-02+5.025908144157351098e-02j)	 (-5.568732802602120030e-02+6.486749727598531412e-02j)	 (1.179122307965266986e-02+3.219173636300563801e-02j)	 (-4.282804123923496763e-03+6.368107805002947569e-03j)	 (2.048815877001948331e-03+7.683924532118899579e-06j)	 (-2.721578259077539908e-03+1.417185651362154464e-02j)	 (-7.857699208389867795e-01-3.136070421476000458e-01j)	 (1.815432643192666229e-01-1.524950342377419943e-01j)
 (4.280000000000000000e+02+0.000000000000000000e+00j)	 (-8.032420926458868848e+01-1.182454551450239366e+00j)	 (-4.842460132624115232e+01-8.023863325394304802e-01j)	 (3.328805734574334929e-01-6.021914664880283485e-01j)	 (1.473429555000932467e+01-1.126247980521004610e+00j)	 (1.169801106752744041e-01-1.958892791121069343e-01j)	 (7.293662136875839197e-02-1.178369314760644437e-01j)	 (1.333534417352784551e+01-9.435146854010141304e-01j)	 (1.886973587489180690e-02+5.052989271471702848e-02j)	 (-5.564836158921099285e-02+6.513340387431576506e-02j)	 (1.221617512576584318e-02+3.227477264139153035e-02j)	 (-4.286162108876740567e-03+6.360871125250044424e-03j)	 (2.047658991074590394e-03+1.722622137131215117e-05j)	 (-2.609718246476645537e-03+1.431040401976339631e-02j)	 (-7.735551700365550509e-01-3.079381553679460537e-01j)	 (1.825820196408764751e-01-1.524959143113721882e-01j)
 (4.300000000000000000e+02+0.000000000000000000e+00j)	 (-7.943157940725774324e+01-1.168924467704729020e+00j)	 (-4.798253214038993519e+01-7.964668711688258629e-01j)	 (3.330084048339038705e-01-6.096522360165977927e-01j)	 (1.475948344837570758e+01-1.130508158323707324e+00j)	 (1.158489660798905224e-01-1.926640164272722944e-01j)	 (7.263609225835836181e-02-1.162088175481280072e-01j)	 (1.336832164910608078e+01-9.469331338689064292e-01j)	 (1.888951968213072388e-02+5.080117197241953986e-02j)	 (-5.561019007439015061e-02+6.540010354680814153e-02j)	 (1.264812297545183685e-02+3.235454402529481382e-02j)	 (-4.289069230448108901e-03+6.353351044939849722e-03j)	 (2.046551125632314200e-03+2.672292828638937246e-05j)	 (-2.495914947100142788e-03+1.444971914137371978e-02j)	 (-7.615525671210032765e-01-3.024774101974631035e-01j)	 (1.836618511331349346e-01-1.525006511472848658e-01j)
 (4.310000000000000000e+02+0.000000000000000000e+00j)	 (-7.899058218182597102e+01-1.162261251137594709e+00j)	 (-4.776357703316440251e+01-7.935283861232614866e-01j)	 (3.329949618734527883e-01-6.134414019238623172e-01j)	 (1.477209104489264035e+01-1.132610535538217000e+00j)	 (1.152740806231035697e-01-1.910814574675690769e-01j)	 (7.248774655024761704e-02-1.153961226632170683e-01j)	 (1.338473847637456515e+01-9.486368040794349588e-01j)	 (1.889946895673357344e-02+5.093716912512674666e-02j)	 (-5.559171930483445406e-02+6.553372249266231631e-02j)	 (1.286660807821070861e-02+3.239367928138469493e-02j)	 (-4.290210798210688549e-03+6.349794965304642394e-03j)	 (2.046036155193035281e-03+3.145121916679047736e-05j)	 (-2.438735020452506477e-03+1.451925927197505843e-02j)	 (-7.556210989793489263e-01-2.998118764813317849e-01j)	 (1.842223289608161396e-01-1.525035623675669028e-01j)
 (4.330000000000000000e+02+0.000000000000000000e+00j)	 (-7.811880228777926050e+01-1.149135595921018993e+00j)	 (-4.732969191614628812e+01-7.877487628469656000e-01j)	 (3.328463603888037747e-01-6.210399742215504393e-01j)	 (1.479720718216103670e+01-1.136914734958430317e+00j)	 (1.141144772906738797e-01-1.879784565807015584e-01j)	 (7.219143298395919173e-02-1.137794722645899398e-01j)	 (1.341725564817474847e+01-9.520626415545924148e-01j)	 (1.891959256625616939e-02+5.120924233791313007e-02j)	 (-5.555496584164973384e-02+6.580146775433873274e-02j)	 (1.330877566773359250e-02+3.246881985102329643e-02j)	 (-4.292353723595852127e-03+6.342432506116680094e-03j)	 (2.045030803874439435e-03+4.088096612112392667e-05j)	 (-2.322511623631567153e-03+1.465876025868464647e-02j)	 (-7.439263501284585356e-01-2.946336480227699228e-01j)	 (1.853586429298275107e-01-1.524974519395342065e-01j)
 (4.350000000000000000e+02+0.000000000000000000e+00j)	 (-7.726060108069211196e+01-1.136309857735921636e+00j)	 (-4.690117235017079622e+01-7.820637336109351745e-01j)	 (3.325142324728160292e-01-6.287542865566908556e-01j)	 (1.482227404618117284e+01-1.141201851302048542e+00j)	 (1.129437692237878904e-01-1.849629295168049026e-01j)	 (7.189814803318894665e-02-1.121678132063021749e-01j)	 (1.344950100645087332e+01-9.554592197631873729e-01j)	 (1.893984399660911255e-02+5.148193512511598652e-02j)	 (-5.551933108440156028e-02+6.606974264104854833e-02j)	 (1.375750852691598469e-02+3.254108164756436966e-02j)	 (-4.293936859211236814e-03+6.335539866493255026e-03j)	 (2.044109749185587816e-03+5.026627143968230495e-05j)	 (-2.204919039666531407e-03+1.479774969884921007e-02j)	 (-7.324303747086080563e-01-2.896248509712850971e-01j)	 (1.865274015617433279e-01-1.524750021294987712e-01j)
 (4.360000000000000000e+02+0.000000000000000000e+00j)	 (-7.683650366628467054e+01-1.129982544921734000e+00j)	 (-4.668889101097232697e+01-7.792482525694977014e-01j)	 (3.322655913263263261e-01-6.326507982127620444e-01j)	 (1.483480618963431574e+01-1.143352874254624396e+00j)	 (1.123523495019000257e-01-1.834836804427888990e-01j)	 (7.175435278255121174e-02-1.113668882266063836e-01j)	 (1.346552712017711961e+01-9.571651336311837177e-01j)	 (1.895005733613829013e-02+5.161850651278219321e-02j)	 (-5.550190437379315389e-02+6.620421691453634572e-02j)	 (1.398488006694729308e-02+3.257621911700259165e-02j)	 (-4.294236860118115506e-03+6.331824394158507702e-03j)	 (2.043660051840720179e-03+5.492737168289940825e-05j)	 (-2.145945536108600886e-03+1.486798280740239328e-02j)	 (-7.267527146883594469e-01-2.871866253147450365e-01j)	 (1.871236654033307245e-01-1.524594361499430339e-01j)
 (4.380000000000000000e+02+0.000000000000000000e+00j)	 (-7.599807934592141123e+01-1.117467412374639979e+00j)	 (-4.626820310139178360e+01-7.736754965470494794e-01j)	 (3.315993720829811253e-01-6.404898356321795383e-01j)	 (1.485985357859176936e+01-1.147728559494352929e+00j)	 (1.111799139941568593e-01-1.805961027116516626e-01j)	 (7.146760255340152412e-02-1.097661909657885598e-01j)	 (1.349734782598438265e+01-9.606237943034019455e-01j)	 (1.897075780213098445e-02+5.189211457747101158e-02j)	 (-5.546756798549179468e-02+6.647380271691648301e-02j)	 (1.444464927483296753e-02+3.264350404289689117e-02j)	 (-4.294843393262873232e-03+6.325161431863743702e-03j)	 (2.042841497645143077e-03+6.422316945422217743e-05j)	 (-2.026111208549049702e-03+1.500711892378077221e-02j)	 (-7.155415046941313584e-01-2.824439963480113169e-01j)	 (1.883161028781561164e-01-1.524173506631945896e-01j)
 (4.400000000000000000e+02+0.000000000000000000e+00j)	 (-7.517253399589476714e+01-1.105240840740687736e+00j)	 (-4.585266247834623243e+01-7.681994674184686733e-01j)	 (3.307320751150131799e-01-6.484349046082191759e-01j)	 (1.488484562133960054e+01-1.152098215004081716e+00j)	 (1.100123138070772388e-01-1.777872307961382570e-01j)	 (7.118270294787512609e-02-1.081743430363927977e-01j)	 (1.352890105487417394e+01-9.640525402054288540e-01j)	 (1.899165179155175298e-02+5.216615020087648352e-02j)	 (-5.543426331419394615e-02+6.674409547873914883e-02j)	 (1.491182152371651679e-02+3.270738940884269919e-02j)	 (-4.295004860601191708e-03+6.318315120491239077e-03j)	 (2.042073840046947086e-03+7.348174928016029325e-05j)	 (-1.904489984940759256e-03+1.514681469777829498e-02j)	 (-7.045220867969541612e-01-2.778579597560877357e-01j)	 (1.895237698343109900e-01-1.523567736873239487e-01j)
 (4.410000000000000000e+02+0.000000000000000000e+00j)	 (-7.476450036790268427e+01-1.099245222990890225e+00j)	 (-4.564679559797833974e+01-7.655037962217725589e-01j)	 (3.302253368724124560e-01-6.524444785781260414e-01j)	 (1.489731008407163593e+01-1.154282426221840518e+00j)	 (1.094348794921180951e-01-1.764146106381860035e-01j)	 (7.104013873446606009e-02-1.073799498650056111e-01j)	 (1.354457057193293501e+01-9.657506599019879401e-01j)	 (1.900209598860941665e-02+5.230336616844838415e-02j)	 (-5.541792070358311784e-02+6.687936396720690901e-02j)	 (1.514788853514348853e-02+3.273792187128057168e-02j)	 (-4.295054246590536591e-03+6.315112384766626875e-03j)	 (2.041720195604595795e-03+7.810187991569495685e-05j)	 (-1.842805774671076079e-03+1.521626991574380472e-02j)	 (-6.990852738791083487e-01-2.756207191594925998e-01j)	 (1.901285325059928200e-01-1.523183724053135402e-01j)
 (4.430000000000000000e+02+0.000000000000000000e+00j)	 (-7.395769335915645115e+01-1.087368089075628541e+00j)	 (-4.523876875555299648e+01-7.601648995111549567e-01j)	 (3.290214331894461552e-01-6.605023373004106357e-01j)	 (1.492223217902825283e+01-1.158740739194525915e+00j)	 (1.082981385922823364e-01-1.737205841811560181e-01j)	 (7.075419684776883267e-02-1.057993937106466720e-01j)	 (1.357568863635343881e+01-9.692085107145770317e-01j)	 (1.902336193894892460e-02+5.257815802751587830e-02j)	 (-5.538570216148983039e-02+6.715073760229399447e-02j)	 (1.562629128064883105e-02+3.279536335407862158e-02j)	 (-4.295280798057811086e-03+6.308349713873966438e-03j)	 (2.041036411431532485e-03+8.732390251428656192e-05j)	 (-1.716882605750658921e-03+1.535583501554893711e-02j)	 (-6.883490888308294586e-01-2.712744203287000833e-01j)	 (1.913322753840929202e-01-1.522384874327670223e-01j)
 (4.450000000000000000e+02+0.000000000000000000e+00j)	 (-7.316317914568013236e+01-1.075715827353469711e+00j)	 (-4.483569411635647839e+01-7.548881097904459603e-01j)	 (3.275683673174060173e-01-6.686785336283908032e-01j)	 (1.494716401011955931e+01-1.163178610847520167e+00j)	 (1.071747941620926486e-01-1.711009932338829476e-01j)	 (7.047353929860351862e-02-1.042251839162918609e-01j)	 (1.360660741549556718e+01-9.726584086283900366e-01j)	 (1.904476322134355040e-02+5.285366330688907877e-02j)	 (-5.535464417482288679e-02+6.742290406164977434e-02j)	 (1.611259053441211828e-02+3.284976804049693361e-02j)	 (-4.294606287330251029e-03+6.301734197533919585e-03j)	 (2.040421356761073970e-03+9.647950894652118040e-05j)	 (-1.589969161388524177e-03+1.549560554989925718e-02j)	 (-6.777821176578842088e-01-2.670690481449295994e-01j)	 (1.925403702533185490e-01-1.521453968098314402e-01j)
 (4.470000000000000000e+02+0.000000000000000000e+00j)	 (-7.238055485777266540e+01-1.064293353007469634e+00j)	 (-4.443743503205486434e+01-7.497125238989773566e-01j)	 (3.258784113807082772e-01-6.769084505025956267e-01j)	 (1.497203043796910649e+01-1.167702387121748897e+00j)	 (1.060826464013453069e-01-1.685496116338263128e-01j)	 (7.019092530725462575e-02-1.026583950376056542e-01j)	 (1.363722170009315882e+01-9.761332861809250971e-01j)	 (1.906644220696494113e-02+5.312955078909244871e-02j)	 (-5.532411658735680859e-02+6.769582591828711415e-02j)	 (1.660664768053558837e-02+3.289916509964291996e-02j)	 (-4.294144735250958814e-03+6.295181552575405091e-03j)	 (2.039856528349765896e-03+1.056189656693385780e-04j)	 (-1.459795564550387835e-03+1.563508603400884378e-02j)	 (-6.674007216928552477e-01-2.630142927307421719e-01j)	 (1.937326338768829981e-01-1.520428587532867415e-01j)
 (4.480000000000000000e+02+0.000000000000000000e+00j)	 (-7.199368052216127012e+01-1.058695934915441228e+00j)	 (-4.424011471902440462e+01-7.471607682299308273e-01j)	 (3.249478536094277947e-01-6.810685084267487088e-01j)	 (1.498444289291318832e+01-1.169944483521976331e+00j)	 (1.055444098097659822e-01-1.673023760792787251e-01j)	 (7.005127388437394631e-02-1.018758240653013930e-01j)	 (1.365244705294535521e+01-9.778449946613424482e-01j)	 (1.907722829958247851e-02+5.326768103300950907e-02j)	 (-5.530921027544293683e-02+6.783247499000824576e-02j)	 (1.685633593891268725e-02+3.292266823041826301e-02j)	 (-4.293603507830996875e-03+6.292195410378892753e-03j)	 (2.039610288589496778e-03+1.101671059034339351e-04j)	 (-1.394398327722111419e-03+1.570440424651115344e-02j)	 (-6.622746724078782954e-01-2.610326124028466421e-01j)	 (1.943269613888986835e-01-1.519844688009504008e-01j)
 (4.500000000000000000e+02+0.000000000000000000e+00j)	 (-7.122861343704329329e+01-1.047608452220307740e+00j)	 (-4.384899883493613260e+01-7.420947006660386647e-01j)	 (3.228651814247064933e-01-6.894429880095631624e-01j)	 (1.500929183111605525e+01-1.174477011654064817e+00j)	 (1.044860645282797429e-01-1.648509147508204487e-01j)	 (6.977459854668353889e-02-1.003180986534164404e-01j)	 (1.368273690039727697e+01-9.813138061218831254e-01j)	 (1.909918622353711307e-02+5.354458894070418529e-02j)	 (-5.528019607100499028e-02+6.810646529685424055e-02j)	 (1.736251050976648710e-02+3.296656104877305343e-02j)	 (-4.292068920248140289e-03+6.285949397660506831e-03j)	 (2.039142684255137224e-03+1.192141469539852226e-04j)	 (-1.262050691977270860e-03+1.584374572579764009e-02j)	 (-6.521432395954722683e-01-2.571766482752549932e-01j)	 (1.955078585632479549e-01-1.518675643600858050e-01j)
 (4.520000000000000000e+02+0.000000000000000000e+00j)	 (-7.047491924229663596e+01-1.036700506806924826e+00j)	 (-4.346252585156151582e+01-7.371012172550284181e-01j)	 (3.204971703689687423e-01-6.978761044058241492e-01j)	 (1.503413786079842396e+01-1.179081998652908858e+00j)	 (1.034606040426874485e-01-1.624614748995453217e-01j)	 (6.949923989451670114e-02-9.876491497500673733e-02j)	 (1.371278713440530161e+01-9.848291171101668517e-01j)	 (1.912138817105081892e-02+5.382200456877738598e-02j)	 (-5.525181574441031390e-02+6.838150337833701076e-02j)	 (1.787698216793271247e-02+3.300571120318400442e-02j)	 (-4.290325734561278338e-03+6.280068018805245317e-03j)	 (2.038749286795943187e-03+1.282223998630907654e-04j)	 (-1.127268585978573453e-03+1.598241777902494748e-02j)	 (-6.421765031655546352e-01-2.534585031417753709e-01j)	 (1.966693171783809591e-01-1.517489129227539701e-01j)
